김관영,배우자,▶ 채무(소계),금융기관채무,"국민은행 500,000","500,000"
김관영,배우자,▶ 채무(소계),건물임대채무,경기도 성남시 분당구 백현동 그랑블서해푸르지오아파트,"100,000"
김관영,부,▶ 고지거부 및 등록제외사항(소계),,고지거부,-
김관영,모,▶ 고지거부 및 등록제외사항(소계),,고지거부,-
김광진,본인,▶ 토지(소계),답,"전라남도 순천시 별량면 무풍리 83-3번지 2,200.00㎡","21,318"
김광진,본인,▶ 토지(소계),답,"전라남도 순천시 별량면 무풍리 92-1번지 3,787.00㎡","33,098"
김광진,본인,▶ 건물(소계),오피스텔전세(임차)권,서울특별시 영등포구 여의도동 엘지여의도에클라트오피스텔 건물36.53㎡,"10,000"
김광진,본인,▶ 유가증권(소계),비상장주식,"농업회사법인(주)갈대나라 7,300주","73,000"
김광진,본인,▶ 채무(소계),,사인간채무,"28,000"
김광진,본인,▶ 채무(소계),금융기관채무,"농협은행 121,000, 농협중앙회 23,015","144,015"
김광진,부,▶ 고지거부 및 등록제외사항(소계),,고지거부,-
김광진,모,▶ 고지거부 및 등록제외사항(소계),,고지거부,-
